1220 261.642
3.103e+06 3.30125e+06 3.21323e+06
3.25219e+06 3.10605e+06 3.227e+06
3.2307e+06 3.2578e+06 3.10883e+06
3.21546e+06 3.15632e+06 3.19424e+06
3.12394e+06 3.09751e+06 3.10241e+06
3.15349e+06 3.14057e+06 3.136e+06
3.11842e+06 3.08415e+06 3.11938e+06
3.18464e+06 3.18322e+06 3.14221e+06
3.11026e+06 3.09127e+06 3.11148e+06
3.13618e+06 3.10379e+06 3.12737e+06
3.1234e+06 3.11703e+06 3.10513e+06
3.19614e+06 3.20659e+06 3.15842e+06
3.12511e+06 3.11762e+06 3.10463e+06
3.21265e+06 3.21254e+06 3.11961e+06
3.21947e+06 3.17513e+06 3.23363e+06
3.2237e+06 3.13377e+06 3.172e+06
3.21559e+06 3.14889e+06 3.1906e+06
3.15005e+06 3.12877e+06 3.11006e+06
3.19633e+06 3.17577e+06 3.18659e+06
3.17436e+06 3.30612e+06 3.23752e+06
3.133e+06 3.10169e+06 3.11871e+06
3.23814e+06 3.20305e+06 3.17029e+06
3.21081e+06 3.20192e+06 3.15978e+06
3.22048e+06 3.21661e+06 3.15146e+06
3.22768e+06 3.14004e+06 3.2392e+06
3.21519e+06 3.14996e+06 3.26361e+06
3.19941e+06 3.15925e+06 3.14308e+06
3.17454e+06 3.1458e+06 3.15774e+06
3.15588e+06 3.09644e+06 3.12426e+06
3.15805e+06 3.13232e+06 3.13962e+06
3.17576e+06 3.20182e+06 3.19421e+06
3.17593e+06 3.20523e+06 3.1646e+06
3.13845e+06 3.12115e+06 3.11428e+06
3.18392e+06 3.14912e+06 3.15804e+06
3.15424e+06 3.13722e+06 3.11775e+06
3.13845e+06 3.12115e+06 3.11428e+06
3.18392e+06 3.14912e+06 3.15804e+06
3.16334e+06 3.15844e+06 3.2346e+06
3.2337e+06 3.17374e+06 3.19152e+06
3.14182e+06 3.19482e+06 3.1768e+06
3.15088e+06 3.23177e+06 3.22598e+06
3.18241e+06 3.21255e+06 3.22552e+06
3.17324e+06 3.19437e+06 3.17901e+06
3.23045e+06 3.24913e+06 3.16752e+06
3.24657e+06 3.19309e+06 3.16096e+06
3.21793e+06 3.19631e+06 3.179e+06
3.16275e+06 3.21843e+06 3.21086e+06
3.22048e+06 3.21661e+06 3.15146e+06
3.16569e+06 3.16875e+06 3.13362e+06
3.21855e+06 3.16972e+06 3.16849e+06
3.23874e+06 3.20384e+06 3.14993e+06
