18428 317
320751 248686 247134
309552 229643 240042
329169 192047 277808
283617 214184 327519
302969 211469 242973
312383 218532 264380
338811 249610 254122
314742 226075 251150
314692 198012 287481
330115 181244 279852
301112 242704 294707
289637 209391 240322
298253 216089 254812
316428 196527 274893
313605 224277 237468
326574 216302 236869
307509 249210 305068
303692 214109 225269
325163 219443 234997
325219 230800 254967
330495 225017 220610
320445 265397 295678
322076 235452 241035
317447 211729 302926
309822 214966 286522
276544 253730 252646
314956 196833 268509
303895 218471 229456
333299 201138 244827
279390 200544 277074
314278 236788 268973
320866 214201 264712
309345 204155 234599
318047 210967 246277
285783 240449 251592
326412 210891 311643
324992 206553 287470
313730 239258 318101
308043 223839 245770
307963 225059 247514
308782 204442 269541
300278 209488 280036
321015 218443 240023
316277 198594 309274
318705 228983 214454
321273 223883 229689
327220 213830 258712
296040 261150 283136
316097 222357 250108
314675 229015 267255
302342 229638 250677
324773 226155 274702
315089 210129 252388
324270 207338 303171
323438 232868 231640
300162 238988 259485
320081 209190 222918
321522 216772 267651
307712 186090 254439
306032 201000 271374
319997 199398 285171
297559 214321 243354
320238 213145 280491
312495 238852 224971
317907 220420 215326
313920 234299 226174
307901 198300 285622
298818 210985 285626
298333 192351 227947
316358 208455 219892
297956 244052 304845
304978 210205 249526
291379 234958 261138
342878 206974 276072
326059 203871 272184
321479 221018 269760
324906 199644 292519
328822 203434 306972
325568 201493 264402
323755 250443 241949
297055 253787 239290
324181 187410 252803
299835 231240 256896
329761 217355 310680
309541 231982 225788
312844 258913 303606
323233 227933 241502
300452 210172 272945
336752 211526 313661
323144 241790 266974
318150 210955 240753
313862 208384 230330
303134 219690 279029
320816 246398 257354
346755 213172 261734
328626 236888 233590
300367 227336 237426
312166 222768 271216
324536 213538 261049
319196 202985 278942
347119 214725 292512
311357 222865 228170
308985 225375 253673
301880 240604 248162
298648 253085 261859
325710 208921 259595
320879 207847 250828
305389 236639 229692
312948 208777 238983
297317 217353 259917
310568 195778 306599
320849 214580 250731
318381 246832 284408
333476 216192 278171
314864 211949 259195
319752 215958 255136
313580 205439 283694
332169 196117 239638
340534 191821 301280
303521 239806 235368
312753 238415 219158
310227 200813 274056
334547 198031 314033
296157 230266 255920
306872 225374 239566
313838 237095 232230
306104 216583 235389
307245 228515 276530
311160 211148 295608
328765 211487 274777
319784 215496 283324
307273 218131 248013
319485 204254 321254
297080 212160 231888
298869 222804 231837
310324 202527 291533
323439 212323 218954
311778 229946 247457
317024 229872 245218
327526 192527 274194
313024 278539 291072
319999 232290 300967
316322 240863 233768
306546 196125 287697
304450 180495 306161
320242 209609 274385
305031 208709 283925
335208 222921 285214
313210 238238 222630
306048 208443 250987
313701 229560 220360
327935 199147 311896
307097 258183 273211
312715 223244 297194
310274 234012 231598
315589 204979 266530
336922 212267 224020
323425 191190 309648
319791 220268 294847
313849 170013 322244
316584 250437 245803
308224 231687 243092
309599 229471 245127
329574 227183 304171
312910 264352 249633
297387 203232 258551
303602 246582 247060
331198 204252 299017
307797 219085 271570
315305 197625 297492
319221 203463 305093
306236 238853 269595
294937 241935 224900
303478 209450 269320
309420 198963 306177
309346 250172 252722
304293 228065 233437
305279 270701 274259
330158 181319 321280
331310 232359 233005
334858 234267 226197
318059 204847 247896
313965 229553 233137
334787 194151 322096
328504 223457 248753
305989 225019 234022
315759 225764 246436
310751 214818 253437
327253 195991 293617
322716 233710 229481
324372 242568 233490
306048 215072 250638
284704 236518 247927
319922 198780 296848
295839 207581 282683
313628 192974 262513
319031 202924 256678
330639 206578 286111
329949 211696 228960
322183 243499 231667
333642 245507 229425
314993 207826 281131
307766 199573 284058
315406 211090 299434
333596 209506 230336
334076 182968 307012
320363 211285 278337
325767 192095 297690
309774 226652 247423
306861 232119 234585
308379 205280 279514
290331 246894 232383
328294 210477 280582
296922 259216 262688
315488 221640 265500
290209 211189 269494
302417 213066 274090
343912 220589 251760
324058 216010 290505
317877 226024 225552
311202 218992 253712
322154 231886 231990
309236 241873 308658
307675 216623 260043
330639 211567 290697
337213 247951 216555
327491 248948 223151
311887 202673 277046
313498 233438 240710
332764 223027 247124
319798 218377 246864
298433 231258 276844
320772 211001 258933
310099 229202 254815
307320 235107 246598
322178 223153 261306
321273 246026 252942
303195 243695 283609
321429 207207 296266
333205 218056 260771
341851 230629 300977
347276 211347 289771
309182 232039 261215
316749 198092 245506
330365 234979 246191
306662 220584 281746
297672 235666 257877
303147 215777 263350
334859 228815 238820
328795 219689 284303
306274 197825 299436
300052 213224 256751
324621 222536 279211
315606 231236 235088
303618 243780 230450
320535 221440 271298
306092 249047 248032
305120 204554 303859
309020 211275 268891
321372 230940 244972
327294 203437 265905
316078 246456 259732
322455 202209 277148
323599 237381 240674
308878 201667 288580
297851 236291 252845
302378 203824 270086
302197 222882 298327
318905 229724 232706
337815 209811 308080
318286 229276 230449
326852 246301 293116
328675 215215 240794
344078 195610 307306
348054 187387 291615
312049 230516 229506
309236 232423 243675
313376 200215 279552
312006 206536 271550
319525 210651 290838
326421 194846 262266
300373 223495 263325
318583 201277 303324
337978 193815 311017
306208 247331 281806
324029 225674 233947
313211 230075 256077
324551 233371 225736
294581 205034 291603
316913 234191 239180
310502 224552 230715
315329 228691 240884
300207 252478 291773
319008 205511 270781
324260 215441 269723
302048 216780 267500
326532 238632 227017
314365 240209 256684
303217 232860 255991
307685 217673 275381
