3088 50.8711
294122 190234 193777
272390 213202 183829
249598 223433 200983
233975 175499 236235
233975 175499 236235
219952 204029 223254
279160 197317 187059
254163 219727 196494
272390 213202 183829
233064 178018 233964
276207 196185 190818
279160 197317 187059
288780 192352 193463
249598 223433 200983
250652 194144 201855
266963 211370 188718
272010 201625 190520
234495 220508 209479
262814 208890 199920
245591 206528 203598
284389 196308 187866
286764 195839 197894
292703 190428 197388
260381 204699 201806
236361 176913 230358
237806 179930 226366
248789 184691 209038
288872 188025 197653
249626 214580 202039
256865 191798 206212
219952 204029 223254
244054 209267 206579
238703 176118 232573
237266 181557 220180
230411 186317 219959
226392 186183 229129
248937 210568 203551
242864 217056 204408
284389 196308 187866
293106 189894 194646
267930 208428 196665
286764 195839 197894
224473 202536 222334
232710 218212 210320
242458 199007 208643
221022 199933 224983
230411 186317 219959
267930 208428 196665
241081 183166 211253
246907 206329 204895
221022 199933 224983
237806 179930 226366
233064 178018 233964
254163 219727 196494
237226 212888 207783
265617 203271 201395
276207 196185 190818
237068 181060 221621
228319 188867 218425
223163 197767 225961
273713 202171 187788
270288 199754 194175
288872 188025 197653
265617 203271 201395
238299 183009 217609
256865 191798 206212
246350 215979 203566
259303 212989 193994
266963 211370 188718
236361 176913 230358
226392 186183 229129
243025 198139 206842
263873 206412 200400
260381 204699 201806
237741 191857 217174
228429 220132 210285
273713 202171 187788
232710 218212 210320
244466 216836 204917
239958 185814 215838
223163 197767 225961
239739 180371 216350
270288 199754 194175
235392 199794 212781
246362 197403 205203
249626 214580 202039
231992 200728 211289
242505 198282 209057
228319 188867 218425
262814 208890 199920
236895 216328 208053
234710 186115 232892
240334 191839 213765
238092 193341 211651
231305 194957 212867
227293 216978 222117
240956 191005 214709
239191 211150 205742
226082 191809 225336
238334 208702 207512
240956 191005 214709
236765 196696 212515
246907 206329 204895
224473 202536 222334
238703 176118 232573
294122 190234 193777
231992 200728 211289
243507 176806 225631
239739 180371 216350
231304 192464 215321
248789 184691 209038
236430 188362 217711
238375 192103 213849
263873 206412 200400
238092 193341 211651
245076 186055 210083
249946 189458 208362
293106 189894 194646
234495 220508 209479
292703 190428 197388
259303 212989 193994
237068 181060 221621
241081 183166 211253
237347 199423 208263
231304 192464 215321
248937 210568 203551
236544 193875 212999
239191 211150 205742
239958 185814 215838
236765 196696 212515
231305 194957 212867
249946 189458 208362
227768 199317 215482
227644 201823 214299
227390 202008 222224
243507 176806 225631
236544 193875 212999
237266 181557 220180
272010 201625 190520
241016 194044 211493
228429 220132 210285
227644 201823 214299
245076 186055 210083
227768 199317 215482
226082 191809 225336
234710 186115 232892
236430 188362 217711
288780 192352 193463
246350 215979 203566
238299 183009 217609
266445 223203 251971
257851 255598 288651
264887 227258 254052
281259 237706 253477
279041 302365 284984
272585 289914 295741
280405 261035 282810
277480 271733 290744
316817 267523 263950
296593 277843 256683
286476 241122 272011
281954 249489 275295
281293 284382 270119
307930 270445 257396
299528 267946 262604
292996 282427 266304
281467 280608 266374
333892 288262 257492
289139 299268 269242
286236 253453 276927
285538 257753 283251
283514 283356 271834
326752 288429 261540
315201 268953 265170
296840 260476 273353
306571 273686 267494
316339 280842 262388
311086 291616 263276
293261 297701 270661
299284 284221 270337
290243 276627 274789
310998 274136 263971
301793 258672 272071
302171 277521 271182
297144 297820 267603
303059 276369 270834
303054 280801 270853
320143 256839 281881
312961 291458 264733
308403 303832 268696
289487 278324 302407
285443 289714 290687
305098 261394 295511
302352 268039 281327
300908 273683 286055
303653 265152 272739
296220 285239 276122
287482 295698 289531
292283 282600 286485
291690 286941 275117
311043 275959 272072
299588 297909 270145
294041 283823 281338
297329 289457 272445
310159 294093 269983
288981 295659 288776
300233 274955 274560
312810 286053 270933
308952 291549 270622
310216 301008 268782
310252 261702 281828
292130 285063 287021
296421 299735 270107
330394 303734 266265
312624 264818 285070
300869 281118 301073
286743 293085 291988
292011 287345 276742
314564 296320 268975
322464 273132 274936
307337 265849 275160
323321 294296 268463
300964 280305 281860
314499 291283 273556
302795 277075 283314
328433 275802 274706
302674 269418 284775
306173 282794 274454
314507 286134 271228
301086 299937 274925
326703 295620 270677
315471 271650 290062
291852 308840 310922
301701 285100 294094
315556 305638 271842
309124 274846 306998
323065 283056 274803
297602 288824 288865
316889 277824 281757
298873 287659 284541
293508 292092 283284
309587 279451 281395
298595 293152 278778
309420 273534 292232
306711 285402 275529
308387 274987 283162
316793 280629 279975
304201 281203 284398
307993 285172 276388
306092 279029 284134
303299 284317 284146
303600 284668 283322
327648 279488 285150
319971 313346 274359
295460 305617 299824
312430 280041 289876
299963 294334 294838
309248 301532 279757
304272 282747 284428
301675 287869 299628
309319 291182 277219
295735 294490 285706
315521 286174 275805
306263 295636 283122
306270 294016 281948
314701 288096 277192
318509 279642 282726
318656 295284 275756
321515 293051 281071
319247 298182 278074
317913 280999 298972
313824 314300 281552
299056 303877 292880
320097 288126 298310
308946 313249 284050
304959 304648 290455
312809 296591 283391
314747 304852 282870
305646 293411 288000
313228 290946 284898
307748 289162 288384
315198 288308 281973
305330 300400 288176
324755 301572 285182
324651 288630 301036
323911 308726 288006
306993 306319 288221
317694 290490 291950
315985 292119 288760
326020 302247 286297
317041 297326 298998
315562 325595 293317
309153 319263 303846
317598 302313 289329
310698 313687 294976
315332 322162 293842
336488 303247 305062
335584 323871 292169
318894 305705 303089
319970 306736 300852
294122 190234 193777
272390 213202 183829
249598 223433 200983
233975 175499 236235
233975 175499 236235
219952 204029 223254
233064 178018 233964
272390 213202 183829
250652 194144 201855
241081 183166 211253
254163 219727 196494
279160 197317 187059
249598 223433 200983
226392 186183 229129
248789 184691 209038
221022 199933 224983
234495 220508 209479
249626 214580 202039
238299 183009 217609
237806 179930 226366
260381 204699 201806
236361 176913 230358
237266 181557 220180
256865 191798 206212
284389 196308 187866
238703 176118 232573
245591 206528 203598
271570 203535 192950
232096 219971 213714
230411 186317 219959
224473 202536 222334
219952 204029 223254
262814 208890 199920
266963 211370 188718
256865 191798 206212
246907 206329 204895
237806 179930 226366
232710 218212 210320
269020 209483 190021
248937 210568 203551
242655 190477 207875
283707 191679 194386
235910 216049 213060
230411 186317 219959
221022 199933 224983
240956 191005 214709
237068 181060 221621
245076 186055 210083
234710 186115 232892
233064 178018 233964
265442 212958 199666
288872 188025 197653
254163 219727 196494
290781 188799 197186
288402 190325 199354
228429 220132 210285
266456 199390 194837
223163 197767 225961
293106 189894 194646
272010 201625 190520
268392 211273 187493
246362 197403 205203
246350 215979 203566
280821 195041 187989
288872 188025 197653
239739 180371 216350
236430 188362 217711
276700 190787 198103
227293 216978 222117
293574 191101 191197
226392 186183 229129
292099 191017 194638
278656 195362 193070
286803 195832 187979
259303 212989 193994
269428 204543 189558
273044 207924 187933
223163 197767 225961
227293 216978 222117
228319 188867 218425
243507 176806 225631
262814 208890 199920
