73792 628
72738 107464 115395
120727 61555 118853
148144 117676 64625
128092 91846 101312
113284 94751 103754
109816 98429 103961
126740 98446 113213
131953 100792 105816
136693 103727 104786
110044 88484 101769
111940 99971 110850
106396 93173 95663
109239 96426 101958
142575 104288 108088
116665 102180 103524
110138 90328 97114
129692 93575 104478
104281 91397 96295
113109 102457 99463
125239 105737 106512
113284 94751 103754
114729 101869 103564
117913 102040 104386
147196 112404 99807
115445 98354 110076
102640 87489 93771
110252 91945 106908
116102 109963 112442
116420 107447 100379
122674 103640 106867
118953 106344 107117
121797 95765 103911
120096 97284 113768
125816 91983 102802
112829 115172 121865
137135 99888 106203
117436 92777 109594
110808 93516 103860
104069 94042 102700
109389 103283 106546
120101 100412 94914
126740 98446 113213
116177 91277 99271
110138 90328 97114
123019 99536 97909
113965 108151 108901
108051 96723 100136
108288 89798 98616
109098 90847 113963
105488 111391 112223
110572 88818 89746
116378 97885 103491
104943 98200 98362
113206 99474 100173
108049 99541 99721
116313 108415 107206
108099 92735 102275
145348 109844 100327
118645 93941 106575
119769 92434 114331
123944 93861 114342
110572 88818 89746
123986 94825 106848
107370 104450 112003
145348 109844 100327
111708 95108 101237
133489 110584 103782
121797 95765 103911
112983 104913 101950
110163 99040 102599
122215 109257 102690
121063 94610 107454
114922 95738 97971
111881 95423 110885
122351 108839 105001
109702 94394 108654
118704 108904 106154
108433 104658 104853
112953 92379 105740
106461 91674 99733
108049 99541 99721
105107 94812 99497
118254 100558 100359
114197 112197 102474
119549 104068 103889
119300 95268 102101
140467 120774 94318
113958 103700 103480
98028 99546 96147
118240 104804 100444
119300 95268 102101
111539 94220 102617
119049 98338 113096
129692 93575 104478
120574 112740 118759
106284 100524 104718
104943 98200 98362
147196 112404 99807
124840 99034 100258
117294 98246 99546
108004 98371 97992
139696 117744 90059
113884 87723 102844
108107 97923 98908
122293 100710 93347
143134 86733 117374
118963 104034 102535
124355 93124 105904
128572 95293 115848
110391 100891 105036
128844 91583 105133
131722 99247 109194
118404 113462 100447
111486 103189 107307
141348 94956 121168
102666 91291 94895
122674 103640 106867
115137 92388 105228
112957 96900 106186
131722 99247 109194
126455 93824 105252
122319 105712 101788
119750 105266 100184
115161 100463 102979
110252 91945 106908
100916 94649 100799
128844 91583 105133
117420 106537 116591
115824 104353 101743
118891 103767 105080
111708 95108 101237
123944 93861 114342
110671 94151 97144
113940 88512 118189
117114 88811 105520
121192 94495 111430
131953 100792 105816
108083 92133 103077
111532 95574 100360
128092 91846 101312
112829 115172 121865
124449 101437 105922
114896 98345 102669
111189 94531 96934
118535 108523 101170
103720 105796 103453
118316 102065 100084
111462 96894 107754
143134 86733 117374
118953 106344 107117
118411 95944 109164
113440 97540 106226
120101 100412 94914
139561 110403 105080
109239 96426 101958
110048 110767 108733
110848 101816 103494
113657 100278 109817
109702 94394 108654
114986 105093 110938
109753 92972 103069
136790 113721 103977
141348 94956 121168
124772 100573 111999
136693 96195 103183
114197 112197 102474
113109 102457 99463
144762 114541 88723
105871 91429 97774
116102 109963 112442
114397 116269 123454
139696 117744 90059
132338 94762 108499
120760 97535 105894
109043 94847 98972
113639 105727 104287
105488 111391 112223
125382 97338 114375
112128 99341 117294
116313 108415 107206
119049 98338 113096
109484 96386 95566
114994 101569 116674
125821 97217 103232
152428 116067 105375
120174 101691 104049
116795 117958 116244
121950 93685 104012
108099 92735 102275
115445 98354 110076
109043 94847 98972
108288 89798 98616
117294 98246 99546
103160 103385 98874
129452 98257 106985
135778 95413 112981
108433 104658 104853
132863 100426 127342
106774 108612 108256
108877 88617 102652
135703 95327 107205
113447 100769 100106
142575 104288 108088
116420 107447 100379
107586 95975 94870
119549 104068 103889
118541 93072 102313
105185 91982 100412
110441 96383 99261
148509 119649 80300
105871 91429 97774
139561 110403 105080
136858 101423 114048
109350 96704 103786
114656 96267 105790
106140 93905 100146
116795 117958 116244
111189 94531 96934
106284 100524 104718
105101 93850 98787
116823 102401 108426
110754 89956 93730
116823 102401 108426
118535 108523 101170
134129 95631 106240
117784 97977 115497
110163 99040 102599
122319 105712 101788
122424 100730 102469
121950 93685 104012
120218 101659 101185
109753 92972 103069
149715 107459 106240
135778 95413 112981
115824 104353 101743
102666 91291 94895
122040 97051 101845
112313 102504 99794
126065 97645 116141
113111 98220 101125
115147 101235 104068
115137 92388 105228
144762 114541 88723
127796 96899 100874
107046 96996 106089
133489 110584 103782
136790 113721 103977
129482 99399 119993
109389 103283 106546
111781 112106 119915
135703 95327 107205
113947 90753 105308
118541 93072 102313
110636 97643 107783
106774 108612 108256
110808 93516 103860
126861 111419 107146
108124 100317 98274
121128 104447 111228
107046 96996 106089
114267 95548 98333
114994 101569 116674
103160 103385 98874
111593 102248 99949
98028 99546 96147
113643 93145 108697
110048 110767 108733
121192 94495 111430
105861 96606 105363
109864 110271 100104
124840 99034 100258
110441 96383 99261
112313 102504 99794
116929 101720 105795
128091 93928 106016
107308 99916 99668
131254 93860 104618
113440 97540 106226
104281 91397 96295
113206 99474 100173
96989 89835 95637
122381 112492 127943
115645 99359 102287
103593 88787 94731
124887 101057 101197
117506 97425 102727
122424 100730 102469
116590 97702 106477
117083 105377 97863
118254 100558 100359
102173 93879 100178
105107 94812 99497
106140 93905 100146
120808 104709 100482
120096 97284 113768
118963 104034 102535
114632 88943 101890
110892 90877 102853
115161 100463 102979
117784 97977 115497
