37124 314.707
71353 114109 114131
117120 68771 132115
110838 112808 75157
94396 99410 110211
100790 127750 121434
96136 91232 94864
105132 106438 112153
104804 98644 106578
93705 106317 113985
97125 102340 117610
99229 99679 117704
102807 107691 106394
101431 100809 110002
100914 99831 108351
107599 120261 109445
114283 104210 113107
114600 110466 110992
98279 97471 110160
121486 120056 107961
95707 99484 109337
94393 91843 108593
96397 97293 104941
104337 102495 115457
101760 104439 112813
111819 116345 105820
112987 128518 108952
98594 98979 106659
94445 97996 95571
105950 108239 110676
106812 108667 115903
109210 99993 124338
102880 97071 103973
108326 93180 111912
100720 107829 100036
103693 103882 112013
94445 97996 95571
99090 99930 109746
93705 106317 113985
106026 92354 122171
97579 91140 94670
89204 94886 107425
109128 111060 106899
115379 100533 108350
114581 109362 104163
101554 105827 110542
107658 101178 108185
113338 103663 124863
101726 98227 107454
103251 109100 123705
103368 106154 99739
95186 96969 105715
102951 99834 115257
108046 107924 112033
94807 100655 108009
95626 98079 107957
108399 102474 109645
100231 100485 112216
97299 99790 112984
97118 96731 105319
96207 99495 103044
95388 102485 117541
91601 93463 101689
105641 103642 104513
108532 121217 102787
102182 108125 120226
104008 105613 118326
101101 95042 110527
100863 104168 118492
107814 94383 117245
114316 102354 127588
101512 104930 115036
98748 100942 116624
95626 98079 107957
93710 92235 106894
98062 102546 117923
97471 110509 111901
95648 107623 112449
106915 98861 121944
114600 110466 110992
95916 92777 102411
101749 98464 102396
98039 100956 109239
98538 107494 111806
117417 100057 114843
101431 100809 110002
97471 110509 111901
95895 96621 97952
98290 118536 111424
108953 96346 124652
110663 127545 104944
105091 122077 99154
92761 97560 104961
91601 93463 101689
102250 98326 109617
102085 114380 118850
97354 93252 98527
104092 96366 111321
97276 101780 105363
92152 100226 102839
100231 100485 112216
108294 95861 109356
102489 95512 116313
94445 97996 95571
104320 99477 112387
97941 111492 118848
93284 111185 112551
96912 97876 108453
97900 104439 110243
97900 104439 110243
108230 95465 114974
110663 127545 104944
108246 88737 124098
102182 108125 120226
101984 104082 110336
112011 112315 114309
95903 101948 104046
92438 98657 104614
100418 107341 104603
104008 105613 118326
102508 110479 115054
96385 117667 101155
91361 101787 104981
97175 103823 107250
103729 104287 120673
98518 98627 105562
96385 117667 101155
91361 101787 104981
100790 127750 121434
95835 114102 125283
95467 101703 109558
95845 93382 104097
95368 103095 112152
92506 97784 114707
93038 97538 104138
100018 97715 128281
97643 104991 110889
100403 89852 117056
114283 104210 113107
98039 100956 109239
111819 116345 105820
108399 102474 109645
101667 97712 112657
98842 114415 107915
95610 90499 102992
96351 100718 115465
97941 111492 118848
97945 96754 116434
94879 105463 106140
97873 103317 108122
94225 97704 103911
118869 122543 107938
99310 103209 119107
106132 119421 110267
98025 99084 100406
95916 92777 102411
100991 118576 116965
99090 99930 109746
116594 103882 123839
103976 99812 106527
98748 100942 116624
95368 103095 112152
93038 97538 104138
103907 110465 107562
99496 98045 106707
113370 105009 110087
110201 101601 127736
96912 97876 108453
115935 106072 121269
91808 104266 103234
102880 97071 103973
101129 102147 106752
107282 117780 97064
111629 115886 108243
102467 96261 108425
97541 99199 105556
110544 116005 105183
101726 98227 107454
99439 92863 111537
110465 111067 105507
94807 100655 108009
101519 98685 108525
103138 101308 111996
106026 92354 122171
107270 110646 114134
100666 93581 109656
93104 91467 92269
92403 89542 101407
105700 100780 101874
96397 97293 104941
116855 120817 106879
103446 120005 99928
100666 93581 109656
105641 103642 104513
103368 106154 99739
104171 101774 113722
113264 117714 114593
104362 96923 122184
98391 96081 101286
102508 110479 115054
101519 98685 108525
101916 112604 99615
97526 100747 108326
97118 96731 105319
110363 108783 100753
105139 110371 111836
99496 98045 106707
108532 121217 102787
92438 98657 104614
98538 107494 111806
109210 99993 124338
93643 90184 99015
94173 99548 103932
92605 98422 99083
97670 98386 103990
99519 106661 104915
117417 100057 114843
96076 112713 105230
112386 113086 94990
103729 104287 120673
97001 94942 105288
95435 104115 103679
98446 108126 110753
116601 100737 123704
106224 91083 116583
101916 112604 99615
106812 108667 115903
94225 97704 103911
94225 97704 103911
96268 97356 115807
104631 99169 112339
103831 98895 109627
94445 97996 95571
105139 110371 111836
100338 96216 105742
96076 112713 105230
100709 102711 106583
110201 101601 127736
100018 97715 128281
105345 98365 118671
99275 107069 107250
114061 104600 122738
100389 102018 102179
101984 104082 110336
102085 114380 118850
94393 91843 108593
91808 104266 103234
121486 120056 107961
94879 105463 106140
101495 89546 109172
98947 113639 102867
101427 101136 100265
92506 97784 114707
93472 94175 96072
104994 100760 109774
107282 117780 97064
93061 98492 103875
104329 105285 113647
115379 100533 108350
109236 113421 104971
110459 118229 102136
97370 97321 105214
97873 103317 108122
92634 94113 100969
107887 101605 120427
94225 97704 103911
100338 96216 105742
94225 97704 103911
99848 104117 104442
100589 107560 106960
94387 112022 106820
97276 101780 105363
105606 105690 107597
99699 93476 101007
95707 99484 109337
92243 93951 104385
93979 96196 103354
95648 107623 112449
108944 103976 115288
105091 122077 99154
94225 97704 103911
101760 104439 112813
98290 118536 111424
108953 96346 124652
102484 124634 125310
101837 126545 128761
102484 124634 125310
113338 103663 124863
97945 96754 116434
106011 92256 108924
95518 107467 103532
102617 117617 118669
106236 98013 121751
114581 109362 104163
96893 100004 114510
107689 103849 110597
98842 114415 107915
107599 120261 109445
97955 106701 106636
100133 104680 108614
99439 92863 111537
