8289 495.275
1.41849e+06 1.59228e+06 1.58683e+06
1.55571e+06 1.40271e+06 1.5915e+06
1.65834e+06 1.59348e+06 1.42936e+06
1.46599e+06 1.48852e+06 1.49858e+06
1.47127e+06 1.44158e+06 1.49352e+06
1.488e+06 1.47882e+06 1.51004e+06
1.50604e+06 1.49801e+06 1.5395e+06
1.54844e+06 1.50608e+06 1.52548e+06
1.48145e+06 1.47651e+06 1.48383e+06
1.48051e+06 1.51822e+06 1.52875e+06
1.49588e+06 1.46996e+06 1.4878e+06
1.49114e+06 1.5306e+06 1.54458e+06
1.50973e+06 1.46859e+06 1.52381e+06
1.46351e+06 1.50141e+06 1.50094e+06
1.48351e+06 1.49312e+06 1.52134e+06
1.55511e+06 1.46293e+06 1.60152e+06
1.46864e+06 1.44525e+06 1.52758e+06
1.48358e+06 1.4618e+06 1.48473e+06
1.48527e+06 1.4445e+06 1.49317e+06
1.46991e+06 1.53463e+06 1.53845e+06
1.47214e+06 1.45687e+06 1.50464e+06
1.48787e+06 1.5057e+06 1.51944e+06
1.46246e+06 1.44701e+06 1.48888e+06
1.48351e+06 1.49312e+06 1.52134e+06
1.48241e+06 1.46847e+06 1.50599e+06
1.46045e+06 1.44332e+06 1.48568e+06
1.46168e+06 1.46465e+06 1.49619e+06
1.50752e+06 1.48821e+06 1.54279e+06
1.47142e+06 1.49517e+06 1.53752e+06
1.4735e+06 1.47928e+06 1.4863e+06
1.49888e+06 1.44943e+06 1.50186e+06
1.48901e+06 1.53727e+06 1.51839e+06
1.4784e+06 1.46136e+06 1.49717e+06
1.51467e+06 1.46991e+06 1.52344e+06
1.50861e+06 1.4853e+06 1.5131e+06
1.46984e+06 1.46042e+06 1.4938e+06
1.4862e+06 1.47262e+06 1.52003e+06
1.47039e+06 1.51328e+06 1.54686e+06
1.48269e+06 1.4756e+06 1.50207e+06
1.47568e+06 1.45475e+06 1.4762e+06
1.50144e+06 1.47122e+06 1.50993e+06
1.52482e+06 1.4889e+06 1.50712e+06
1.45216e+06 1.47288e+06 1.50849e+06
1.45456e+06 1.47741e+06 1.48419e+06
1.48773e+06 1.47163e+06 1.5077e+06
1.47728e+06 1.4614e+06 1.51171e+06
1.5138e+06 1.47612e+06 1.50871e+06
1.48668e+06 1.49265e+06 1.51536e+06
1.52482e+06 1.4889e+06 1.50712e+06
1.50995e+06 1.49492e+06 1.4995e+06
1.45469e+06 1.45058e+06 1.49057e+06
1.47369e+06 1.46025e+06 1.47794e+06
1.48072e+06 1.45957e+06 1.4911e+06
1.50378e+06 1.46552e+06 1.5354e+06
1.47044e+06 1.48344e+06 1.48903e+06
1.49455e+06 1.47721e+06 1.4965e+06
1.45216e+06 1.47288e+06 1.50849e+06
