12 0.30815
346137 299971 281505
333568 278637 316231
332262 330072 279027
307433 307345 327597
300101 334861 298557
300101 334861 298557
310525 317702 286221
317029 288691 320295
333568 278637 316231
308392 330374 282839
307433 307345 327597
338511 311562 281572
331706 300501 306284
321404 293977 316445
303814 312533 307473
326507 293056 310602
332832 309365 291914
317029 288691 320295
324232 301470 305264
327411 315454 281823
343143 307904 282681
333512 299002 301752
313060 316076 306799
336416 299333 286072
303814 312533 307473
323798 309547 295641
320174 304138 309415
309517 309126 324009
334629 289346 308094
322632 302498 313032
332832 309365 291914
335634 297157 302228
316023 307697 325581
343143 307904 282681
337032 293071 296913
313766 308864 314610
327411 315454 281823
332262 330072 279027
316023 307697 325581
318728 307430 315973
313766 308864 314610
322632 302498 313032
323798 309547 295641
309517 309126 324009
321250 316774 302486
335634 297157 302228
326507 293056 310602
319404 310992 308704
334629 289346 308094
326646 308945 304483
333279 303767 302406
319404 310992 308704
310525 317702 286221
337032 293071 296913
320174 304138 309415
321250 316774 302486
326646 308945 304483
321255 302874 304874
318728 307430 315973
321404 293977 316445
321255 302874 304874
343143 307904 282681
337032 293071 296913
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
335634 297157 302228
334629 289346 308094
334629 289346 308094
327411 315454 281823
327411 315454 281823
321404 293977 316445
321404 293977 316445
321404 293977 316445
321404 293977 316445
319404 310992 308704
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
318728 307430 315973
317029 288691 320295
317029 288691 320295
313766 308864 314610
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
310525 317702 286221
309517 309126 324009
309517 309126 324009
307433 307345 327597
307433 307345 327597
303814 312533 307473
303814 312533 307473
303814 312533 307473
354968 299300 297522
347054 354154 279554
347054 354154 279554
341688 289002 322362
318886 304137 336377
305643 317394 318463
347264 332993 282299
354968 299300 297522
322320 297273 320738
316434 307420 333700
316733 310737 328023
317751 307042 325185
340721 294719 310888
340460 290681 313179
312165 324216 306410
307359 345312 302810
338507 341325 282789
346535 312861 285886
333555 309658 300474
335678 295823 315697
334788 328604 290706
327505 328087 294882
344061 300662 301130
328103 316128 293360
341688 289002 322362
326173 315744 303218
343657 295371 308986
308131 338627 316562
335176 323715 288980
308757 331149 303306
307359 345312 302810
314537 337454 285307
316218 314225 313818
313533 320919 298409
305643 317394 318463
331119 301013 313697
321724 312590 305527
