112716 1800
127287 85174 109365
126869 84858 113622
120834 85794 116463
118104 114310 75080
89901 125403 81335
81822 116163 108901
85309 95947 109510
123065 101515 77900
117741 105786 76459
120834 85794 116463
126869 84858 113622
84568 103705 106043
113106 89887 89156
84128 96855 108419
83683 123296 95965
125755 101104 77624
82789 114225 99807
103880 91266 91254
118104 114310 75080
85586 93917 104616
109146 107343 77226
115953 91498 84432
93974 88092 102320
83683 123296 95965
121269 93090 82947
120449 105081 77274
89901 125403 81335
115606 112152 75158
105786 86031 103167
85010 114005 88296
108337 86281 95552
89549 121596 82996
111873 92896 84134
81822 116163 108901
85894 98155 101792
87579 118477 84187
96565 114943 78083
87502 119462 83117
99186 87503 100511
92031 120799 80944
92167 120019 80874
107256 100720 78905
110468 106749 76870
86565 100346 98001
99170 109540 79852
114449 108474 76779
97554 111630 80132
92366 98854 87957
106414 99945 79771
96467 92174 93191
94948 95656 86976
104769 95755 85496
91138 92811 100998
88318 92649 105648
113007 98292 79105
115580 99907 78305
86011 113240 87665
91877 94129 94066
90652 89654 105102
93308 117156 79031
88980 102660 88749
85405 101136 96702
92227 110961 82205
90375 95167 98271
93522 89509 98884
84530 116847 91779
88871 102050 89841
105786 86031 103167
110468 106749 76870
86973 101807 92920
84623 110410 95062
87313 100953 96325
114449 108474 76779
85195 104346 100028
93719 105552 84002
91516 115704 82732
95828 95440 87500
89348 109070 84654
101385 101201 81125
102565 94594 86590
100540 87854 97602
96856 93354 89615
92699 105958 82553
92191 97040 91954
91434 93023 94671
86333 111854 84886
108246 102309 78640
83393 110397 98255
98599 110146 79618
100378 92331 89221
97392 103078 82298
91956 121577 81691
104252 103867 78752
125755 101104 77624
100101 95000 86423
99259 91789 90884
98796 107536 80348
95706 113205 80543
93588 93651 90213
91838 96212 92368
102082 97562 81721
105300 87057 92714
108428 95384 85049
96966 104805 80955
100984 96300 83462
90815 108230 83714
94148 97987 85130
107516 91674 85945
94667 104100 82420
99680 112726 78807
112498 101520 78475
120449 105081 77274
105164 99620 80257
101750 100150 79615
98057 99195 83221
127287 85174 109365
112382 94620 82632
88386 108846 85730
91214 106521 84670
102822 96642 82080
87761 99719 91759
102961 104294 79461
103444 98968 80598
93522 89509 98884
103337 91509 91386
88425 118015 83672
105300 87057 92714
98342 93155 88553
100041 106954 80291
102050 88641 93438
102050 88641 93438
92839 92953 93603
88084 103759 86695
100540 87854 97602
84128 96855 108419
91009 103238 87165
93049 107848 81324
91699 113010 83393
107838 99154 79781
94248 104907 82779
91528 101881 90371
99508 97634 83104
89683 107910 84728
88425 118015 83672
90549 100999 90762
98452 112457 79052
96664 94117 88989
93400 104187 86139
89552 96392 95013
97885 103285 81892
97885 103285 81892
110827 106223 83416
107766 107694 82065
107695 100085 89117
107294 100288 92976
91960 118108 89280
98158 113881 86573
98942 101269 89600
99316 109526 85162
99407 107132 87422
103735 104366 86803
92538 104424 89111
95669 108048 87061
104012 107944 84301
120835 110220 84902
108222 100998 90935
104869 123452 85322
103944 102724 97822
92936 105956 92507
116325 111419 86466
99740 104963 94996
100710 118436 86349
101722 106330 89369
95805 114621 87149
94844 115081 92437
100307 108352 87201
108054 109110 86646
98992 109904 92308
101536 103665 90799
101674 107996 89831
101048 105220 92053
114617 102472 90969
111683 115136 86951
94948 108364 101045
94629 111882 92555
98867 109670 95172
106439 106657 91061
110717 112551 87792
101585 104951 94051
105648 113837 87996
102586 107890 89378
112093 110012 89348
102196 105714 92012
100221 114924 90170
102002 107330 93664
100513 109047 94990
100592 113544 90487
101712 110838 88700
101269 111108 92505
101322 112628 88271
121385 112018 89235
107821 116613 88263
104335 105236 97386
98893 124136 96893
97355 120502 102542
96417 123870 101886
118302 112524 88959
109802 109320 90056
107489 107877 95573
103355 117033 91517
100065 110084 100339
97990 113274 99397
119677 106925 92056
103238 108569 93755
104619 112985 89754
99399 114702 97238
101038 116573 92584
104468 111139 90410
109060 109594 93418
104123 113470 88289
99446 111442 101525
109248 105882 92305
102124 111527 97272
101154 111984 92558
136112 111550 92304
115091 106622 99111
113025 114545 88920
