2676 39.1992
233403 242075 276568
295205 218219 289596
310157 257198 254643
285289 222324 294814
269857 227854 293874
231032 223329 260833
253981 237671 285746
253362 229577 266198
243944 239246 267919
257177 239455 266958
245501 221787 264433
245679 239622 261806
277222 234875 275718
273816 238710 266581
277655 230448 296159
254954 229048 264268
256683 224668 270204
246807 240020 277566
250190 226990 273121
247538 234765 258257
248134 236969 271615
306076 220494 295397
253724 233372 271190
261848 230313 261831
261717 240577 276514
243494 225322 265895
252141 242557 284463
241655 227587 248368
242974 226058 271297
282416 249561 272842
270211 233656 286825
258613 243523 291575
253533 238999 273630
250735 250091 275831
240406 236671 282547
287233 244390 275158
228852 228610 265018
271096 227266 296638
275449 221554 255094
265095 216099 258635
252326 228556 256258
276204 231968 278466
258965 230939 277689
241689 221668 266057
228852 228610 265018
258887 245289 269625
252302 231798 267990
281793 230209 282800
253370 250039 262167
266601 237597 260022
281793 230209 282800
262777 246629 295403
254268 241386 271674
239795 241740 260365
253831 218869 273424
260297 229256 278184
245679 239622 261806
252032 253122 268424
256683 224668 270204
269033 230729 262728
242845 236246 283186
236269 243146 254360
248857 227675 264096
255183 224984 287496
246271 226719 258321
251850 236777 271357
256352 220560 285245
248579 239435 271520
255242 241237 275338
262439 236435 260077
243954 220336 267241
266601 237597 260022
274875 244908 277011
266203 234868 287300
259366 224695 276122
272402 232832 267538
247677 237441 278665
250154 226243 284938
242480 229452 264543
256524 237193 263029
268180 236367 299177
257224 231346 267323
246372 252375 272354
246326 235790 267306
254643 229202 264763
285289 222324 294814
252255 227161 272811
247538 234765 258257
266190 241401 266414
256133 222807 276089
256484 244869 257195
255293 238537 273816
264534 231852 282917
297566 234863 300099
255273 240060 267135
253761 229619 282763
287233 244390 275158
262754 243460 270296
242163 222957 253492
265500 223662 272086
251595 242800 289583
258636 230229 277896
238990 230919 252798
278371 231899 276630
246737 238533 284477
276468 221404 272100
243494 225322 265895
243701 231712 246283
251850 236777 271357
263477 238739 258312
252806 235023 258045
273545 230912 284260
279857 243721 279281
250239 224845 260811
253307 252703 272388
250190 226990 273121
250239 224845 260811
245784 227958 255905
265662 235939 278181
261848 230313 261831
250503 243080 260952
258747 244288 276060
277371 226045 265129
244625 225720 262320
241156 232927 274017
258102 231233 257291
251595 242800 289583
253640 235182 275036
259763 232645 263720
238318 223269 267981
249270 227375 269517
259151 236833 284448
247265 244413 267179
246372 252375 272354
275270 240777 272107
251764 230112 275317
255590 232262 267834
247265 244413 267179
248398 236823 270003
251658 233422 281727
253453 230119 279283
255381 248708 266642
256524 237193 263029
246674 229810 256524
255290 230932 273689
259479 226840 269282
262038 241560 266111
254576 226612 264272
247825 230586 279269
253533 238999 273630
247677 237441 278665
240406 242261 267931
245501 221787 264433
274697 226758 271698
246384 246892 272230
247008 223442 263164
266190 241401 266414
255442 233181 264454
280840 240609 279421
241552 242020 259837
265500 223662 272086
259366 224695 276122
270956 231177 288924
252510 238924 276571
246221 237559 273279
245130 236825 261855
244774 237577 267455
253519 225532 276786
242974 226058 271297
249558 234418 287948
246737 238533 284477
277637 239414 275085
250757 218614 281239
269566 224132 254516
266714 237163 280712
262365 218526 272202
263852 227983 271790
255835 231122 270681
254915 236581 274892
253362 229577 266198
253234 262366 260869
269857 227854 293874
260671 232582 268803
256484 244869 257195
253011 224182 251144
246674 229810 256524
251178 234359 295407
270956 231177 288924
247121 239042 289111
269566 224132 254516
268543 230094 261942
282578 224544 268096
249024 225826 265552
241689 221668 266057
256779 240966 271309
262983 243846 255581
262716 231918 284405
251874 221894 266770
254524 234045 264189
246807 240020 277566
253276 237481 266538
244881 226013 259774
259159 234225 260217
257819 232681 263145
250559 239021 275337
251658 233422 281727
238990 230919 252798
257224 231346 267323
274697 226758 271698
258191 231374 266792
262983 243846 255581
250505 227825 264965
246221 237559 273279
244774 237577 267455
277655 230448 296159
230460 224538 263018
255590 232262 267834
256352 220560 285245
247092 240269 262278
268543 230094 261942
255979 236520 287619
250108 222777 267381
256014 243837 289546
241156 232927 274017
276468 221404 272100
242480 229452 264543
243701 231712 246283
260885 230222 284417
257967 236098 265765
253640 235182 275036
257941 231405 268662
258727 248320 273498
249558 234418 287948
247160 233790 269921
243954 220336 267241
246078 235603 257067
250026 225062 284630
275270 240777 272107
274875 244908 277011
265859 224400 270816
253370 250039 262167
252842 245532 283919
250154 226243 284938
251906 246491 278157
264534 231852 282917
292006 216005 289701
258520 247027 272071
261317 232851 277202
268431 236139 288695
262716 231918 284405
240406 242261 267931
255242 241237 275338
261717 240577 276514
230460 224538 263018
247121 239042 289111
253650 236411 285479
255290 230932 273689
258971 234374 265117
252267 248051 269090
273966 227580 278377
251178 234359 295407
258247 252652 279113
252630 229343 266526
262754 243460 270296
246055 228381 261675
249567 243388 276914
262927 228607 263743
246271 226719 258321
256133 222807 276089
254915 236581 274892
254259 223216 266748
253650 236411 285479
252141 242557 284463
263477 238739 258312
265843 232528 279882
253252 230685 269585
273080 231500 276626
278395 244911 261897
257946 236692 266182
262927 228607 263743
272402 232832 267538
255442 233181 264454
242163 222957 253492
253665 240168 273267
271211 226892 278877
240406 236671 282547
279057 236253 274476
255420 245807 289771
250735 250091 275831
255381 248708 266642
258887 245289 269625
253234 262366 260869
257967 236098 265765
248134 236969 271615
271211 226892 278877
251048 230117 263885
273080 231500 276626
240648 231216 260246
266714 237163 280712
306076 220494 295397
