141473 1800
134519 88736 73658
130724 93081 72034
124896 74587 93385
89133 94717 121097
88046 128186 89508
85283 115839 104513
92393 88466 118565
89924 125641 90163
92605 88763 117213
88525 123721 90364
87666 119095 97125
89959 121882 89059
89461 113182 97531
88383 114648 93926
91905 91608 110031
85775 121261 103348
88492 124558 91358
95241 84250 111560
99216 107487 78792
86702 116971 101867
93810 104027 84978
90712 91040 115602
90601 108965 94778
95670 105603 82448
90466 106753 101544
89867 94860 115413
129906 93690 72313
132838 77590 83303
134189 89909 73705
133244 77251 83281
91421 93627 106014
92701 86003 114392
125674 75919 85657
131873 77468 83414
93127 89127 108296
91259 112091 93841
93975 89205 105193
88150 117892 101361
88809 120438 90665
129186 91766 72850
90155 121168 84912
95178 105024 82556
90710 112893 93063
91829 92558 113077
105085 103396 75664
94112 87148 112479
91797 119886 86994
105806 100494 74871
94991 111794 83520
126292 87855 74784
91296 111135 94386
95855 115321 81456
101427 78587 106660
116551 75288 100584
99635 79547 104083
90536 109065 99662
99518 109605 78460
131133 76492 83675
93442 88360 113662
86412 120401 92069
98711 101114 80082
99604 80030 108997
91103 95532 107303
91346 94403 109584
88370 118264 95024
91139 97200 106290
128756 90288 73387
125210 84966 76117
101302 105103 76846
91080 94661 114243
94867 110237 84293
130033 90182 72991
128377 82174 77857
114023 75968 99982
101010 107132 78188
102007 78089 101140
86557 120393 96419
88233 120184 95266
90374 117338 87149
88665 120067 92207
127395 86214 74509
89268 97912 112099
90390 110250 98661
97284 85959 92398
92587 109456 86824
103345 101783 77637
92255 116491 84746
126440 92784 72593
93482 88482 109307
96481 83136 111828
128524 74974 91888
122722 86543 75514
130753 86900 74034
131505 77998 81052
93999 86222 113456
118880 90204 74424
98259 80891 102381
91722 97704 101341
89909 110712 104097
95395 85891 104918
90904 94780 107714
99380 81505 97845
89935 121418 90320
127629 89315 74118
89397 116114 90832
97622 99534 81575
96814 99899 81543
104354 99143 76771
119750 75323 91173
125064 74779 93166
93432 118497 84130
120735 75463 90980
126468 85236 74687
103258 102177 77114
93560 118807 83553
130407 76439 84045
121096 100185 73928
105303 81932 92755
92629 89013 112148
97096 83430 98229
124355 74795 95627
94984 101490 84427
128009 77602 83323
97747 80830 107938
126826 77232 84184
119895 86094 75964
100150 79350 101909
100256 79976 100844
109015 76599 96229
93289 102435 87544
121869 76060 90433
93461 98731 87234
114954 75849 94517
119172 77335 87591
103592 87418 82175
96129 85334 106550
93188 92630 95503
98316 115456 80387
124513 82212 77525
97731 82334 103069
104460 102721 76505
91581 93497 107921
95696 86010 100130
123012 87631 75265
115905 77136 89198
90758 94725 109031
127174 77752 83882
118608 76888 88324
104960 101399 75825
126417 92015 73490
102460 96775 78586
117171 74879 94210
91916 93136 98362
106915 94088 75278
131637 75370 86852
102277 97487 78989
91080 92907 115456
92016 117214 86656
92047 98300 90249
112049 93232 74957
96570 85664 97943
113590 83609 80522
123862 75685 90640
122953 76347 88791
121728 92082 72868
123616 78648 79266
122514 89544 74624
112541 77271 95929
119423 78748 83182
93663 110925 85263
126972 84757 76027
97479 89649 91259
121385 91294 74172
95067 87034 102778
120244 89851 75026
100517 86278 87451
94427 102643 84391
115729 75603 93786
103468 101291 77217
97991 81379 102636
90275 113076 90690
94233 86392 105032
103656 93933 77440
110407 83009 84305
99568 80986 97311
108294 84846 82681
92093 89704 104100
101748 103256 77172
114198 75787 100120
93575 116370 83749
118051 91016 75211
102791 86977 84207
115399 83813 77328
113750 76778 94295
110854 79832 86285
119581 87955 75086
99440 97067 79996
120421 85835 76278
95469 87305 98862
114443 87951 76602
92243 115784 85276
127718 92018 72960
92171 100427 89467
121168 82411 79845
99783 99340 79127
130254 76886 85081
95043 103054 82856
108067 90503 79501
94810 98117 86644
112788 77104 95073
116702 78153 86376
94052 94344 94663
91394 93804 107399
127936 77167 84626
129023 75620 87965
93275 91314 103249
122058 77933 85718
100796 98016 78397
95947 90115 93576
93474 89675 104348
119986 76689 90507
92699 97286 93632
118945 79423 82118
97188 95127 84813
98588 91815 83986
107012 95223 74234
122215 77520 86115
98850 84085 93315
98126 80747 107821
95081 102981 83900
95885 86445 95756
95334 88664 94092
94675 92017 92357
96865 87779 91472
111865 82622 81999
107691 92221 78506
111145 89663 76918
100299 93589 80908
112133 77867 89698
105500 86817 82400
93114 94941 92880
117663 83763 80097
115246 77406 87864
98532 81251 98556
110590 89504 78118
94549 94285 91963
117426 81285 83046
107603 77962 91664
94160 95299 90008
117228 75699 93202
101747 77495 102178
103201 78883 98981
114737 90374 76192
93770 89251 101535
92959 96084 89825
100151 101992 78952
96186 84353 107571
108536 84597 82788
110662 84501 80988
121521 76820 89949
111310 81330 85520
114823 81614 83412
120467 82183 80730
106349 79463 90458
108897 82920 85063
110004 88966 78690
101021 96902 79914
105987 86533 82213
103031 89468 81733
92824 93691 97923
101466 96526 79079
99391 80282 99355
118218 77692 86013
116130 89593 75740
114330 84356 79312
128862 76993 85430
98686 94538 82102
97020 83514 100683
91114 115964 89602
98043 96399 82506
93405 91725 97003
97905 83659 96545
124122 76150 88272
105949 85165 84550
96767 95584 84226
98761 100163 80100
112638 77664 90842
100738 96111 80218
117365 78737 83604
93620 90643 102239
120812 77286 86957
103130 85047 86537
101831 92340 81895
117890 83321 78627
118300 82812 76385
100920 81083 95352
104335 78556 99173
98962 89556 84529
106261 79714 91002
93053 95805 91865
106620 91206 79166
105719 82565 88907
107426 87794 81300
99174 96239 81801
101242 82720 90539
103821 93347 81260
96559 85191 101648
100588 80107 98781
122417 78450 83546
96378 84093 101789
112876 88643 77729
102117 78619 100831
99706 82972 96604
95176 98663 86076
111046 82095 82961
112414 81063 84056
101917 81137 94895
108404 79007 91473
124103 77316 84864
116455 81380 82351
109459 93784 77374
124772 76575 85938
107669 88072 80774
109902 89964 77979
103317 88176 82600
92983 92455 102707
109101 87211 80105
123490 77183 85371
94337 95757 89541
116068 78785 84163
123767 76347 87882
111469 86751 78220
103162 94421 79392
107322 79650 89796
99795 81778 96763
110289 80204 87998
124174 77044 86379
123374 77936 83027
114243 88267 76714
102896 88665 83097
114595 81861 81384
108464 91399 78291
115559 79161 86484
119536 79870 81489
104171 90907 81292
110188 77550 93496
107178 81144 88437
115184 87108 78066
110953 78892 88816
121025 82351 79910
98468 102285 80377
98379 91042 88093
123219 76686 87438
109244 85293 81831
93545 95441 92016
106583 84007 85723
118439 82799 80911
118504 82354 80282
116360 78011 86718
99117 80545 99600
101139 98516 78347
106815 82327 86798
103759 83108 87746
103462 91155 81642
103907 83872 87738
102387 80406 97385
111598 79790 87603
101591 93269 81959
109141 80446 89382
102302 78403 99504
107847 87809 80651
110080 79190 88546
103990 82509 89333
105641 85793 83462
123121 77367 83938
95593 97821 84022
96073 96178 83493
122850 82042 80451
93106 97537 88064
102564 79147 93824
114236 82001 81155
113828 83214 80362
99652 83654 96844
106752 85399 81667
105211 85876 83807
108191 88603 79990
109581 83409 84768
97007 93420 87640
99881 83422 92786
104423 92888 80630
116235 81543 81268
99086 84648 92040
101084 85747 88511
100910 94076 80698
104937 85540 85338
94466 90839 93924
101849 81239 92964
113478 77804 88948
109343 93758 77958
117711 75454 91590
108691 84448 83715
99802 94230 80459
114601 89812 76434
124601 88416 75043
102347 86607 85112
96466 91490 88363
116925 78415 85849
96310 95898 85769
113388 81860 83134
109779 90759 78183
98059 101957 80831
100651 86028 90071
114684 78952 86592
96805 85459 96999
105319 80171 92131
107079 84267 84694
115651 78864 85844
118022 78276 85345
113965 76527 99273
91876 111058 90691
112213 84340 79785
104284 80700 93039
100006 88305 84823
113306 82973 81921
94117 96610 89335
95755 95186 87728
101163 90431 82000
110794 84747 80410
106150 81725 88248
112319 80089 85564
105404 83363 86450
110225 90570 77692
121578 76665 89452
111454 81146 85992
111725 84884 79814
106498 84310 83891
96603 99197 83308
95453 95982 87357
109326 88582 79641
115013 80619 85218
121529 91763 73709
112299 78198 89252
108614 80578 87026
104680 84982 85474
116848 80709 83433
109701 78344 90748
103698 82830 89086
95555 92728 88595
112719 84537 78836
112965 87937 77291
101692 81146 93709
111204 79684 87660
115008 78541 88176
122263 76731 86850
102556 82660 91570
107830 94614 73955
104608 88866 79668
128630 77831 82374
109957 90729 75597
96818 90126 88625
117046 78744 83831
113010 78365 88974
98115 98465 80419
93987 91257 96107
117822 82890 79536
104518 93112 79560
109688 80640 86905
106180 80338 91730
94310 88444 97463
101513 89166 83260
124713 85407 75022
96227 89844 91738
128856 90184 73607
104103 83553 86811
113943 79090 87141
96688 94843 87100
95562 87877 96028
102096 86667 87325
103018 84773 90308
106103 82477 87198
97865 95941 83859
113954 84111 79693
100071 92506 82476
113145 85922 78621
104828 82466 89426
107295 81433 85318
97617 92161 87919
115118 82916 80841
108745 85937 81547
111716 82993 82944
113107 79759 87086
109863 86353 79515
97557 91445 88354
97666 94608 85781
104607 78195 94843
100640 81424 95690
113839 79729 86720
116556 77835 86624
104678 92543 78867
110107 80857 86424
