241320 1800
295897 286734 287641
275974 303334 324452
275091 326307 289505
296166 279155 300030
279886 300942 298434
281005 285528 306409
277730 294225 312887
296975 285131 280751
291063 294726 282120
283809 282991 300822
312690 265096 285140
294316 280778 292479
275529 321180 289067
305681 289099 278449
293069 284744 289375
300704 280920 290784
308307 272497 292508
298531 273670 307774
302150 270861 296094
305451 266209 304835
285865 310344 278974
291648 308327 276138
308207 274740 292916
290757 281238 301531
285076 281438 313937
336933 288101 269651
290934 308874 272470
331111 294529 260120
282171 320535 285809
310666 271168 294024
302526 277602 295119
272687 316262 291905
287420 305461 276537
308303 270415 298496
279465 296494 311701
299927 274917 304129
265947 311593 293262
279366 304071 305482
280129 292370 321417
337507 312027 258117
287789 286035 292511
299592 277146 298610
294801 299417 270628
285538 284509 300059
275412 324197 285190
309799 279589 287997
301929 275099 295302
281496 284869 309596
279627 306229 287186
298313 279770 296154
294798 292531 271489
303845 286087 278803
308483 265768 308526
307524 291894 277001
303707 281359 279290
295541 283536 288799
291004 279763 308360
301165 314452 265371
294682 280061 304068
291464 267634 308166
276364 308371 291301
295486 298954 268731
283699 298788 280653
302094 281134 283240
271266 304953 300721
293111 294443 281262
314992 296725 264250
291221 278504 316519
317231 264522 301932
282562 288881 282483
310084 276004 284126
292197 295139 280135
263946 308744 296448
281502 285695 292810
312527 276073 269960
295336 276431 304958
289309 325673 276521
319256 334241 262964
299351 276856 303225
280574 293600 293180
299841 278364 293932
