694986 1800
101872 107753 124622
112037 97026 131672
120637 95598 116533
129683 133187 92280
98653 115145 143552
111610 97947 120650
110086 98816 110712
122862 116036 98687
106675 110491 110333
112918 139561 98430
100586 113469 116376
101556 119264 116350
120774 101636 102916
98846 120206 123877
106001 107266 113648
108820 108951 105508
102287 119743 111645
113209 111459 102599
109461 104418 117628
121959 121783 96689
97515 131162 132828
113942 113139 101076
109164 108915 109626
105113 113187 107737
105382 113361 101318
103179 117712 114575
109920 100927 115580
101800 113374 127320
101657 118354 116132
111309 107259 105848
98429 121644 100352
108136 104665 112575
116778 90531 119831
100370 118038 128562
101491 120839 110971
101860 110551 128204
103778 117186 106224
115321 116667 96814
104185 105559 116113
103182 120741 107582
107701 107084 115864
104366 114753 109874
104226 110952 110613
129196 115286 101006
110031 107668 107586
110713 104882 108244
99523 118882 126301
113580 112503 102190
105519 101829 122908
106831 110053 109901
107010 111147 109516
112365 108685 105142
110522 120969 99253
103318 117199 111803
117221 108604 102010
116297 99287 110493
100440 118275 125445
113359 101812 104307
135427 111282 98411
108959 106935 112308
103351 109089 111548
107985 109548 102709
107555 104433 119667
109283 105975 111082
