18428 317
258812 285891 295674
277206 185004 290886
262691 229638 250952
294052 175310 282304
308860 200108 204703
304006 169321 259008
302714 189615 214528
317588 163649 302391
304952 222060 191589
318357 160629 300846
327996 170465 256096
280495 200175 220065
314155 173080 251166
293966 227221 195599
294260 202523 214669
268129 229735 225916
261374 192107 276746
287419 187321 239735
312181 202198 203523
324724 215139 198327
289843 178411 251804
272764 212788 223759
271303 186365 291164
291335 231388 204075
291760 211456 205693
289236 183040 240953
283664 190661 221021
271267 191492 249526
284665 186287 257497
308618 176382 237714
273261 206633 229569
279383 205886 219349
288246 184408 261754
273828 195360 247435
279346 190931 244068
284656 188456 235226
288390 186366 234915
289435 182359 260002
281111 187903 241383
252146 235808 313183
275799 219636 217892
292620 183399 229924
293303 195177 215642
268257 197979 276164
264474 198993 261963
285582 202974 214633
277062 185126 275919
277555 210930 213978
265991 223888 226875
292621 196203 216060
264503 209376 233563
312021 217045 196808
306718 192419 210350
312033 199897 204293
268424 218228 228064
286694 187485 227692
280683 192530 229078
298332 180710 249623
285080 198491 218928
284966 184190 262174
277552 176694 270990
299335 177546 230450
269686 190237 252836
288008 201573 217276
306256 176181 256699
291743 175003 293149
297143 198213 211061
297369 191244 211291
275130 236109 213444
306068 185277 214656
280812 183616 268746
276897 187586 246536
293712 219044 202128
278150 233815 213085
322059 197745 207462
279650 191136 238563
259794 223021 255610
270411 208443 235638
299709 182741 223626
296521 210421 202342
276797 204990 228388
261901 221135 258363
264980 203414 245007
276692 194064 240773
297031 178503 251436
297232 186775 214561
302456 199277 205833
265769 203514 237684
311273 175338 255667
273589 208176 218622
276922 183819 305163
272643 198777 248635
327101 187549 213980
292556 175408 289949
289008 183605 229820
323923 217235 194625
290415 176491 308782
266363 201760 242658
285363 187540 219796
271655 209208 233648
319625 171615 253959
318078 211012 199115
274390 233910 218455
290555 176401 315317
297470 182810 245355
268336 195609 268737
287822 216569 206352
302408 202405 202510
311911 188807 213975
290186 198381 219370
293543 182851 219498
292778 173812 295415
289316 180568 262252
290451 196653 214950
291689 186209 229452
297785 202618 206439
302570 195113 209610
279489 192350 237798
269068 241555 223358
287021 184869 244691
302715 204346 199604
313699 198348 207292
309230 182263 217246
329969 198996 206421
275995 196681 228995
294716 193948 214493
299994 192958 209809
272006 215157 232937
282673 192446 228057
273512 212737 225761
282615 185220 267757
295377 164068 265079
286041 202821 210901
281656 215472 206936
273016 218153 220286
277537 193846 224266
280940 186437 261690
289613 186501 226418
309820 181646 227749
273312 202497 240240
277198 183829 291354
281192 202977 207680
293210 180735 246450
310270 190874 214369
275413 207127 227870
273811 196279 231595
317557 189594 213821
301645 199678 209082
272135 209349 227706
286687 186004 245593
291940 194913 218099
279359 188250 245738
