166305 600
319747 283234 276932
306146 312118 262826
319089 285243 266363
298580 301088 269014
289919 313187 276676
267747 304088 283612
291685 294880 269429
291064 306340 276916
317518 305418 259227
280373 287201 284578
298741 276197 309627
293627 278953 310073
288452 306563 279713
309966 283763 280384
311264 274838 287131
307075 285729 279326
304720 323210 257782
327235 267204 296915
279247 303847 297664
305509 274396 291317
278258 324345 276012
325617 280462 274791
315578 267273 304878
308050 309110 256463
303812 276582 284947
315302 307365 260856
317377 279852 277452
306832 282871 284836
294438 308160 263447
317887 285041 275361
328424 285137 265122
321551 271379 296200
309300 288405 277293
298710 285082 281854
314431 281867 280313
330943 273249 293699
318337 313750 256299
337439 269971 281432
297750 278423 287454
286706 284144 313274
311582 285957 262157
311264 284574 278331
309885 283955 280819
322446 277619 275021
302908 278052 302591
311930 304097 260902
295693 283277 291680
315950 273997 289698
283389 313475 277885
326962 274500 285633
305545 272384 307961
291687 285063 309241
308157 277460 281648
343741 267907 282644
277013 301356 318537
300254 272690 311557
301446 280932 285075
304942 291530 280007
321110 265580 304091
308075 289929 267694
315384 274445 287855
307021 287141 280389
293101 281425 294036
332763 279323 273981
303052 286253 280945
292023 291832 275976
326613 303101 251459
307635 288407 275470
283597 312140 278829
336741 272145 287360
285438 286427 280573
